epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,91691.8,1.49351,4.17104,1.57652,0.4492,0.10849,0.05403,0.03595,1.38156,3.42262,1.43875,4.89892e-05,4.89892e-05,4.89892e-05
